Source Name	Comment [ENA_SAMPLE]	Comment [BIOSAMPLE]	Comment [Sample_description]	Characteristics [organism]	Characteristics [individual]	Characteristics [organism part]	Characteristics [cell type]	Characteristics [phenotype]	Characteristics [disease]	Material Type	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment [single cell isolation]	Comment [input molecule]	Comment [library construction]	Comment [end bias]	Comment [primer]	Comment [LIBRARY_STRAND]	Comment [LIBRARY_LAYOUT]	Comment [LIBRARY_SOURCE]	Comment [LIBRARY_STRATEGY]	Comment [LIBRARY_SELECTION]	Comment [INSTRUMENT_MODEL]	Assay Name	Comment [technical replicate group]	Comment [ENA_EXPERIMENT]	Comment [Platform_title]	Technology Type	Protocol REF	Protocol REF	Scan Name	Comment [ENA_RUN]	Comment [FASTQ_URI]	FactorValue [single cell identifier]	FactorValue [disease]	FactorValue [stimulus]
GSM3038423 1	SRS3036230	SAMN08687935	27_1_C55	Homo sapiens	donor2	blood	CD4-positive helper T cell	resting, latent phenotype	HIV infection	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038423 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038423	not applicable	SRX3782971	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826791	SRR6826791	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/001/SRR6826791/SRR6826791.fastq.gz	Donor2_untreated_cell14	HIV infection	none
GSM3038422 1	SRS3036228	SAMN08687947	27_1_C54	Homo sapiens	donor2	blood	CD4-positive helper T cell	resting, latent phenotype	HIV infection	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038422 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038422	not applicable	SRX3782970	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826790	SRR6826790	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/000/SRR6826790/SRR6826790.fastq.gz	Donor2_untreated_cell13	HIV infection	none
GSM3038421 1	SRS3036225	SAMN08687948	27_1_C51	Homo sapiens	donor2	blood	CD4-positive helper T cell	resting, latent phenotype	HIV infection	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038421 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038421	not applicable	SRX3782969	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826789	SRR6826789	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/009/SRR6826789/SRR6826789.fastq.gz	Donor2_untreated_cell12	HIV infection	none
GSM3038420 1	SRS3036227	SAMN08687949	27_1_C48	Homo sapiens	donor2	blood	CD4-positive helper T cell	resting, latent phenotype	HIV infection	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038420 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038420	not applicable	SRX3782968	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826788	SRR6826788	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/008/SRR6826788/SRR6826788.fastq.gz	Donor2_untreated_cell11	HIV infection	none
GSM3038419 1	SRS3036226	SAMN08687950	27_1_C46	Homo sapiens	donor2	blood	CD4-positive helper T cell	resting, latent phenotype	HIV infection	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038419 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038419	not applicable	SRX3782967	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826787	SRR6826787	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/007/SRR6826787/SRR6826787.fastq.gz	Donor2_untreated_cell10	HIV infection	none
GSM3038418 1	SRS3036224	SAMN08687951	27_1_C42	Homo sapiens	donor2	blood	CD4-positive helper T cell	resting, latent phenotype	HIV infection	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038418 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038418	not applicable	SRX3782966	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826786	SRR6826786	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/006/SRR6826786/SRR6826786.fastq.gz	Donor2_untreated_cell9	HIV infection	none
GSM3038417 1	SRS3036223	SAMN08687952	27_1_C34	Homo sapiens	donor2	blood	CD4-positive helper T cell	resting, latent phenotype	HIV infection	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038417 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038417	not applicable	SRX3782965	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826785	SRR6826785	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/005/SRR6826785/SRR6826785.fastq.gz	Donor2_untreated_cell8	HIV infection	none
GSM3038416 1	SRS3036222	SAMN08687953	27_1_C31	Homo sapiens	donor2	blood	CD4-positive helper T cell	resting, latent phenotype	HIV infection	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038416 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038416	not applicable	SRX3782964	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826784	SRR6826784	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/004/SRR6826784/SRR6826784.fastq.gz	Donor2_untreated_cell7	HIV infection	none
GSM3038415 1	SRS3036221	SAMN08687954	27_1_C25	Homo sapiens	donor2	blood	CD4-positive helper T cell	resting, latent phenotype	HIV infection	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038415 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038415	not applicable	SRX3782963	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826783	SRR6826783	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/003/SRR6826783/SRR6826783.fastq.gz	Donor2_untreated_cell6	HIV infection	none
GSM3038414 1	SRS3036220	SAMN08687955	27_1_C20	Homo sapiens	donor2	blood	CD4-positive helper T cell	resting, latent phenotype	HIV infection	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038414 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038414	not applicable	SRX3782962	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826782	SRR6826782	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/002/SRR6826782/SRR6826782.fastq.gz	Donor2_untreated_cell5	HIV infection	none
GSM3038413 1	SRS3036219	SAMN08687702	27_1_C13	Homo sapiens	donor2	blood	CD4-positive helper T cell	resting, latent phenotype	HIV infection	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038413 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038413	not applicable	SRX3782961	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826781	SRR6826781	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/001/SRR6826781/SRR6826781.fastq.gz	Donor2_untreated_cell4	HIV infection	none
GSM3038412 1	SRS3036218	SAMN08687703	27_1_C09	Homo sapiens	donor2	blood	CD4-positive helper T cell	resting, latent phenotype	HIV infection	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038412 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038412	not applicable	SRX3782960	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826780	SRR6826780	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/000/SRR6826780/SRR6826780.fastq.gz	Donor2_untreated_cell3	HIV infection	none
GSM3038411 1	SRS3036217	SAMN08687704	27_1_C05	Homo sapiens	donor2	blood	CD4-positive helper T cell	resting, latent phenotype	HIV infection	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038411 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038411	not applicable	SRX3782959	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826779	SRR6826779	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/009/SRR6826779/SRR6826779.fastq.gz	Donor2_untreated_cell2	HIV infection	none
GSM3038410 1	SRS3036216	SAMN08687705	27_0_C94	Homo sapiens	donor2	blood	CD4-positive helper T cell	resting, latent phenotype	HIV infection	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038410 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038410	not applicable	SRX3782958	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826778	SRR6826778	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/008/SRR6826778/SRR6826778.fastq.gz	Donor2_untreated_cell1	HIV infection	none
GSM3038409 1	SRS3036214	SAMN08687706	26_d_C89	Homo sapiens	donor1	blood	CD4-positive helper T cell	resting, latent phenotype	HIV infection	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038409 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038409	not applicable	SRX3782957	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826777	SRR6826777	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/007/SRR6826777/SRR6826777.fastq.gz	Donor1_TCR_cell24	HIV infection	T cell receptor-mediated stimulation
GSM3038408 1	SRS3036215	SAMN08687707	26_1_C90	Homo sapiens	donor1	blood	CD4-positive helper T cell	resting, latent phenotype	HIV infection	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038408 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038408	not applicable	SRX3782956	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826776	SRR6826776	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/006/SRR6826776/SRR6826776.fastq.gz	Donor1_TCR_cell23	HIV infection	T cell receptor-mediated stimulation
GSM3038407 1	SRS3036213	SAMN08687708	26_1_C88	Homo sapiens	donor1	blood	CD4-positive helper T cell	resting, latent phenotype	HIV infection	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038407 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038407	not applicable	SRX3782955	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826775	SRR6826775	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/005/SRR6826775/SRR6826775.fastq.gz	Donor1_TCR_cell22	HIV infection	T cell receptor-mediated stimulation
GSM3038406 1	SRS3036212	SAMN08687709	26_1_C87	Homo sapiens	donor1	blood	CD4-positive helper T cell	resting, latent phenotype	HIV infection	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038406 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038406	not applicable	SRX3782954	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826774	SRR6826774	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/004/SRR6826774/SRR6826774.fastq.gz	Donor1_TCR_cell21	HIV infection	T cell receptor-mediated stimulation
GSM3038405 1	SRS3036211	SAMN08687710	26_1_C86	Homo sapiens	donor1	blood	CD4-positive helper T cell	resting, latent phenotype	HIV infection	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038405 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038405	not applicable	SRX3782953	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826773	SRR6826773	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/003/SRR6826773/SRR6826773.fastq.gz	Donor1_TCR_cell20	HIV infection	T cell receptor-mediated stimulation
GSM3038404 1	SRS3036208	SAMN08687711	26_1_C85	Homo sapiens	donor1	blood	CD4-positive helper T cell	resting, latent phenotype	HIV infection	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038404 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038404	not applicable	SRX3782952	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826772	SRR6826772	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/002/SRR6826772/SRR6826772.fastq.gz	Donor1_TCR_cell19	HIV infection	T cell receptor-mediated stimulation
GSM3038403 1	SRS3036210	SAMN08687712	26_1_C59	Homo sapiens	donor1	blood	CD4-positive helper T cell	resting, latent phenotype	HIV infection	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038403 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038403	not applicable	SRX3782951	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826771	SRR6826771	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/001/SRR6826771/SRR6826771.fastq.gz	Donor1_TCR_cell18	HIV infection	T cell receptor-mediated stimulation
GSM3038402 1	SRS3036209	SAMN08687713	26_1_C58	Homo sapiens	donor1	blood	CD4-positive helper T cell	resting, latent phenotype	HIV infection	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038402 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038402	not applicable	SRX3782950	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826770	SRR6826770	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/000/SRR6826770/SRR6826770.fastq.gz	Donor1_TCR_cell17	HIV infection	T cell receptor-mediated stimulation
GSM3038401 1	SRS3036206	SAMN08687715	26_1_C56	Homo sapiens	donor1	blood	CD4-positive helper T cell	resting, latent phenotype	HIV infection	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038401 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038401	not applicable	SRX3782949	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826769	SRR6826769	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/009/SRR6826769/SRR6826769.fastq.gz	Donor1_TCR_cell16	HIV infection	T cell receptor-mediated stimulation
GSM3038400 1	SRS3036207	SAMN08687716	26_1_C55	Homo sapiens	donor1	blood	CD4-positive helper T cell	resting, latent phenotype	HIV infection	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038400 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038400	not applicable	SRX3782948	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826768	SRR6826768	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/008/SRR6826768/SRR6826768.fastq.gz	Donor1_TCR_cell15	HIV infection	T cell receptor-mediated stimulation
GSM3038399 1	SRS3036205	SAMN08687717	26_1_C42	Homo sapiens	donor1	blood	CD4-positive helper T cell	resting, latent phenotype	HIV infection	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038399 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038399	not applicable	SRX3782947	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826767	SRR6826767	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/007/SRR6826767/SRR6826767.fastq.gz	Donor1_TCR_cell14	HIV infection	T cell receptor-mediated stimulation
GSM3038398 1	SRS3036204	SAMN08687718	26_1_C41	Homo sapiens	donor1	blood	CD4-positive helper T cell	resting, latent phenotype	HIV infection	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038398 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038398	not applicable	SRX3782946	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826766	SRR6826766	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/006/SRR6826766/SRR6826766.fastq.gz	Donor1_TCR_cell13	HIV infection	T cell receptor-mediated stimulation
GSM3038397 1	SRS3036203	SAMN08687719	26_1_C40	Homo sapiens	donor1	blood	CD4-positive helper T cell	resting, latent phenotype	HIV infection	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038397 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038397	not applicable	SRX3782945	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826765	SRR6826765	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/005/SRR6826765/SRR6826765.fastq.gz	Donor1_TCR_cell12	HIV infection	T cell receptor-mediated stimulation
GSM3038396 1	SRS3036202	SAMN08687720	26_1_C39	Homo sapiens	donor1	blood	CD4-positive helper T cell	resting, latent phenotype	HIV infection	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038396 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038396	not applicable	SRX3782944	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826764	SRR6826764	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/004/SRR6826764/SRR6826764.fastq.gz	Donor1_TCR_cell11	HIV infection	T cell receptor-mediated stimulation
GSM3038395 1	SRS3036201	SAMN08687721	26_1_C38	Homo sapiens	donor1	blood	CD4-positive helper T cell	resting, latent phenotype	HIV infection	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038395 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038395	not applicable	SRX3782943	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826763	SRR6826763	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/003/SRR6826763/SRR6826763.fastq.gz	Donor1_TCR_cell10	HIV infection	T cell receptor-mediated stimulation
GSM3038394 1	SRS3036200	SAMN08687722	26_1_C11	Homo sapiens	donor1	blood	CD4-positive helper T cell	resting, latent phenotype	HIV infection	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038394 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038394	not applicable	SRX3782942	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826762	SRR6826762	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/002/SRR6826762/SRR6826762.fastq.gz	Donor1_TCR_cell9	HIV infection	T cell receptor-mediated stimulation
GSM3038393 1	SRS3036199	SAMN08687723	26_1_C10	Homo sapiens	donor1	blood	CD4-positive helper T cell	resting, latent phenotype	HIV infection	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038393 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038393	not applicable	SRX3782941	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826761	SRR6826761	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/001/SRR6826761/SRR6826761.fastq.gz	Donor1_TCR_cell8	HIV infection	T cell receptor-mediated stimulation
GSM3038392 1	SRS3036198	SAMN08687795	26_1_C08	Homo sapiens	donor1	blood	CD4-positive helper T cell	resting, latent phenotype	HIV infection	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038392 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038392	not applicable	SRX3782940	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826760	SRR6826760	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/000/SRR6826760/SRR6826760.fastq.gz	Donor1_TCR_cell7	HIV infection	T cell receptor-mediated stimulation
GSM3038391 1	SRS3036197	SAMN08687796	26_1_C07	Homo sapiens	donor1	blood	CD4-positive helper T cell	resting, latent phenotype	HIV infection	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038391 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038391	not applicable	SRX3782939	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826759	SRR6826759	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/009/SRR6826759/SRR6826759.fastq.gz	Donor1_TCR_cell6	HIV infection	T cell receptor-mediated stimulation
GSM3038390 1	SRS3036196	SAMN08687798	26_0_C60	Homo sapiens	donor1	blood	CD4-positive helper T cell	resting, latent phenotype	HIV infection	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038390 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038390	not applicable	SRX3782938	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826758	SRR6826758	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/008/SRR6826758/SRR6826758.fastq.gz	Donor1_TCR_cell5	HIV infection	T cell receptor-mediated stimulation
GSM3038389 1	SRS3036195	SAMN08687799	26_0_C57	Homo sapiens	donor1	blood	CD4-positive helper T cell	resting, latent phenotype	HIV infection	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038389 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038389	not applicable	SRX3782937	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826757	SRR6826757	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/007/SRR6826757/SRR6826757.fastq.gz	Donor1_TCR_cell4	HIV infection	T cell receptor-mediated stimulation
GSM3038388 1	SRS3036194	SAMN08687800	26_0_C37	Homo sapiens	donor1	blood	CD4-positive helper T cell	resting, latent phenotype	HIV infection	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038388 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038388	not applicable	SRX3782936	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826756	SRR6826756	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/006/SRR6826756/SRR6826756.fastq.gz	Donor1_TCR_cell3	HIV infection	T cell receptor-mediated stimulation
